file,code,russian,english
FL,ISKN,Число недель не работал и искал работу,The number of weeks worked and was looking for work
FL,OTDN,Число недель не работал и не искал работу,The number of weeks worked and not looking for work
FL,R1ВV7,Статус по основному месту работы,Status on the main job
FL,R1BV8,Наличие дополнительного доходного занятия,An additional gainful employment
FL,R1BV9,Статус по дополнительному месту работы,Status under the additional workplace
FL,R1BV10,Число недель занятости на дополнительной работе за последние 3 месяца,The number of weeks of employment for the extra work over the last 3 months
FL,R1BV111,"Признак нахождения основной работы там, где проживает данное лицо","Symptom main finding work there, where the person"
FL,R1BV112,Признак нахождения основной работы в другом регионе,Sign of finding employment in another region
FL,R1BV12,Код региона нахождения основной работы ,Region code finding basic work
FL,R1BV15,Наличие регистрации в Службе занятости как безработный ,Availability of registration with the Employment Service as unemployed
FL,R1BV16,Наличие пособия по  безработице,The presence of unemployment benefits
FL,R1V17,"Категория, характеризующая положение за последние 3 месяца  ",Category characterizing the position of the last 3 months
FL,R1BV18,Наличие свидетельства пенсионного страхования ,Evidence of pension insurance
FL,R1BV19,Наличие информации о перечисленных суммах в Пенсионный фонд ,Availability of information on the amounts listed in the Pension Fund
FL,R1GV1,Наличие права на получении пенсии,Entitlement to a pension
FL,R1GV21,1-ый вид пенсии,The first type of pension
FL,R1GV22,2-ой вид  пенсии,The second type of pension
FL,R1GV3,"Сумма пенсии, выплаченная за последние 3 месяца",The amount of pensions paid in the last 3 months
FL,R1GV41,1-ый код льготной категории на право  получения государственной социальной поддержки,First code to discounts on the right to receive state social support
FL,R1GV42,2-ой код льготной категории на право  получения государственной социальной поддержки,Second code to discounts on the right to receive state social support
FL,R1GV43,Не относится ни к одной из льготных категорий  на право  получения государственной социальной поддержки,Does not apply to any of the privileged categories of eligibility for state social support
FL,R1GV5,Факт пользования льготами в течение последних трех месяцев,The fact of using privileges during the last three months
FL,R1GV61,Пользовались бесплатным лекарственным обеспечением,Enjoy free drug supply
FL,R1GV62,Получали бесплатное санаторно-курортное лечение,Receive free spa treatment
FL,R1GV63,Пользовались бесплатным или льготным проездом на междугородном транспорте к месту лечения и обратно,Enjoy free or discounted travel on intercity transport to the place of treatment
FL,R1GV64,Пользовались бесплатным проездом пригородным железнодорожным транспортом,Enjoy free travel commuter rail
FL,R1GV71,1-ый код льготной категории,First code privileged category
FL,R1GV72,2-ой код льготной категории,2nd code privileged category
FL,R1GV73,3-ий код льготной категории ,Third code privileged category
FL,R1GV74,Не относится ни к одной из категории в.9,Does not apply to any of the categories B.9
FL,R1GV81,Социальная поддержка за последние три месяца по оплате проезда в городском транспорте,Social support in the last three months to pay for travel in public transport
FL,R1GV82,Социальная поддержка за последние три месяца по оплате проезда в пригородном транспорте,Social support in the last three months to pay for travel in suburban transport
FL,R1GV83,Социальная поддержка за последние три месяца по оплате проезда в междугородном транспорте,Social support in the last three months to pay for travel in long-distance transport
FL,R1GV84,Социальная поддержка за последние три месяца по оплате лекарств,Social support in the last three months on payment of medicines
FL,R1GV85,Социальная поддержка за последние три месяца по оплате за протезирование,Social support in the last three months to pay for prosthetics
FL,R1GV86,Социальная поддержка за последние три месяца по оплате путевок для санаторно-курортного лечения,Social support in the last three months of payment vouchers for spa treatment
FL,R1GV87,Предоставление услуг от органов социальной защиты (на дому и в учреждениях дневного пребывания),The provision of services by the social security authorities (at home and in day care facilities)
FL,R1GV88,"Предоставление натуральной помощи в виде продуктовых наборов, одежды и др. предметов первой необходимости ","Provision of in-kind assistance in the form of food packages, clothing and other. Essentials"
FL,R1GV89,Никакие из перечисленных льгот не предоставлялись,None of these benefits were not provided
FL,R1DV1,Приобретались ли в течение последних трех месяцев лекарства или медикаменты,Whether purchased within the last three months of medication or drugs
FL,R1DV2,За чей счет приобретались лекарства или медикаменты,At whose expense to purchase drugs or medications
FL,R1DV3,Ваши расходы на приобретение лекарств или медикаментов в среднем за месяц,Your costs for the purchase of drugs or medicines on average per month
FL,R1DV4,Примерная экономия в среднем за один месяц от приобретения бесплатных лекарств или приобретенных по льготной цене,Approximate savings of an average of one month from the acquisition of free medicines or purchased at a reduced price
FL,R1DV51,Обращения в медицинское учреждение по причине: заболевание,Treatment in a medical institution for a reason: disease
FL,R1DV52,"Обращения в медицинское учреждение по причине: реабилитация перенесенного заболевания, последствия травм, ранений","Treatment in a medical institution for a reason: the rehabilitation of this illness, the effects of trauma, injury"
FL,R1DV53,Обращения в медицинское учреждение по причине: получение рецепта,Treatment in a medical institution for a reason: to obtain a prescription
FL,R1DV54,"Обращения в медицинское учреждение по причине: получение медицинских справок, выписок и т.п.","Treatment in a medical institution for a reason: to obtain medical certificates, statements, etc."
FL,R1DV55,Обращения в медицинское учреждение по причине: педиатрическое наблюдение за детьми раннего возраста,Treatment in a medical facility due to: pediatric observation of young children
FL,R1DV56,Обращения в медицинское учреждение по причине: профилактический осмотр,Treatment in a medical institution for a reason: routine inspection
FL,R1DV57,Обращения в медицинское учреждение по причине: другое,Treatment in a medical institution for a reason: Other
FL,R1DV58,Обращения в медицинское учреждение по причине: не было необходимости,Treatment in a medical institution for a reason: it was not necessary
FL,R1DV6,Факт обращения за медицинской помощью,The fact that access to medical care
FL,R1DV71,Обращение за амбулаторно-поликлинической или диспансерной помощью,Applying for outpatient dispensary or via
FL,R1DV72,Обращение за стоматологической помощью,Applying for dental care
FL,R1DV73,Обращение за скорой помощью,Applying for ambulance
FL,R1DV74,Обращение за стационарной помощью,Applying for hospital care
FL,R1DV8,Наличие оплаты (официальной или неофициальной) медицинской помощи или других медицинских услуг,"Availability Payment (formal or informal) care, or other health care provider"
FL,R1DV91,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за прием и консультации у врачей общего профиля",The amount spent on health care or payment for health care services: for the reception and consultations with general practitioners
FL,R1DV92,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за прием и консультации у врачей специалистов",The amount spent on health care or payment for health care services: for receiving and advice from medical specialists
FL,R1DV93,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за хирургические операции",The amount spent on health care or payment for health care services: for surgery
FL,R1DV94,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за пребывание в родильном доме, родовспоможение","The amount spent on health care or payment for health care services: for staying in the nursing home, assisted delivery"
FL,R1DV95,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за медицинские процедуры (инъекции, капельницы и т.п.), уход за больными","The amount spent on health care or payment for health care services: for medical procedures (injections, IVs, etc.), nursing"
FL,R1DV96,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за лабораторные анализы и медицинское исследование (УЗИ, рентген, анализы и т.п.)","The amount spent on health care or payment for health care services: for laboratory tests and medical research (ultrasound, x-rays, tests, etc.)"
FL,R1DV97,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за массаж, мануальную терапию, лечебную гимнастику и т.п.","The amount spent on health care or payment for health care services: for massage, manual therapy, physiotherapy, etc."
FL,R1DV98,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за лекарства и медицинские материалы при госпитализации",The amount spent on health care or payment for health care: for medicines and medical supplies at admission
FL,R1DV99,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за прочие медицинские услуги(выдача мед-ских справок, перевоз к месту лечения и т.п.)","The amount spent on health care or payment for health care services: for other medical services (issuing medical certificates-ing, transportation to the place of treatment, etc.)"
FL,R1DV910,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за лечение зубов",The amount spent on health care or payment for health care services: for dental treatment
FL,R1DV911,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за зубное протезирование",The amount spent on health care or payment for health care services: for dentures
FL,R1DV912,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за профилактические осмотры и консультации специалистов(ортодонтов, парадонтологов и т.п.)","The amount spent on health care or payment for health care services: for preventive examinations and consultations with specialists (orthodontists, paradontologa etc.)"
FL,R1DV913,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за стоматологические хирургические операции",The amount spent on health care or payment for health care services: for dental surgery
FL,R1DV914,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за вывоз и оказание скорой помощи",The amount spent on health care or payment for health care services: for export and render first aid
FL,R1DV915,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за направление на госпитализацию",The amount spent on health care or payment for health care services: in the direction of hospitalization
FL,R1DV916,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за лекарства и медикаменты",The amount spent on health care or payment for health care services: for drugs
FL,R1DV917,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за перевозку к месту лечения и обратно",The amount spent on health care or payment for health care services: for transportation to the place of treatment
FL,R1DV10,Причина необращения за медицинской помощью,The reason for not seeking medical care
FL,R1DV111,Год последнего посещения терапевтов,Year last visit therapists
FL,R1DV112,Год последнего посещения врачей-специалистов,Year last visit medical specialists
FL,R1DV113,Год последнего посещения врачей-стоматологов,Year last visit dentists
FL,R1ЕV1,Место учебы,place of study
FL,R1ЕV2,Расположение места учебы,Location of placement
FL,R1ЕV3,Код региона места учебы,The region code of placement
FL,R1ЕV4,Форма собственности учебного заведения,Ownership of the institution
FL,R1ЕV5,Платное или бесплатное обучение,Paid or free training
FL,R1ЕV61,Плата за учебу: сам или Ваше домохозяйство,Tuition fee: self or your household
FL,R1ЕV62,"Плата за учебу: предприятие, организация по месту работы",Tuition fee: enterprise organization in the workplace
FL,R1ЕV63,"Плата за учебу: спонсоры, родственники","Tuition fee: sponsors, relatives"
FL,R1ЕV7,Сколько Ваше домохозяйство заплатило за учебу,How much your household paid for the study
FL,R1ЕV81,"Покупка учебников, обучающих программ, канцелярских товаров и т.п.","Purchase of textbooks, training programs, office supplies, etc."
FL,R1ЕV82,Плата за группу продленного дня,The fee for day care
FL,R1ЕV83,"Покупка школьной формы, форменной или рабочей одежды","Buying school uniforms, uniforms or work clothes"
FL,R1ЕV84,"Оплата за пересдачу зачетов, экзаменов и т.п..","Fee to re-tests, exams etc .."
FL,R1ЕV85,Плата за покупку материалов или оборудования для учебного заведения,Payment for the purchase of materials or equipment for educational institutions
FL,R1ЕV86,Транспортные расходы,transportation costs
FL,R1ЕV87,Питание (организованное),Power (organized)
FL,R1ЕV88,"Плата за уборку, ремонт и охрану учебного заведения","Fee for cleaning, repair and protection of the institution"
FL,R1ЕV89,"Оплата общежития, наем жилья","Payment hostels, tenancy"
FL,R1ЕV810,"Спонсорские взносы, подарки преподавателям и т.п.","Sponsorship contributions, gifts for teachers, etc."
FL,R1ЕV9,Посещение дополнительных занятий,Visiting extra classes
FL,R1ЕV10,Оплата этих занятий  домохозяйством,Payment for these classes household
FL,R1ЕV111,"Расходы, связанные с дополнительным обучением: оплата занятий по договору с образовательным учреждением",Costs associated with the additional training: payment of employment on contract with an educational institution
FL,R1ЕV112,"Расходы, связанные с дополнительным обучением: оплата занятий по договору с частным лицом",Costs associated with the additional training: lessons payment under a contract with a private person
FL,R1ЕV113,"Расходы, связанные с дополнительным обучением: покупка учебников, методических материалов","Costs associated with the additional training: purchase of textbooks, teaching materials"
FL,R1ЕV114,"Расходы, связанные с дополнительным обучением: покупка материалов или оборудования для занятий",Costs associated with the additional training: the purchase of materials or equipment for training
FL,R1ЕV115,"Расходы, связанные с дополнительным обучением: покупка предметов, одежды и обуви для занятий спортом",Costs associated with the additional training: purchase items of clothing and footwear for sports
FL,R1ЕV116,"Расходы, связанные с дополнительным обучением: спонсорские взносы, подарки преподавателям","Costs associated with the additional training: sponsorship contributions, gifts for teachers"
FL,R1ЕV117,"Расходы, связанные с подготовкой к обучению в образовательном учреждении: плата за подготовительные курсы и занятия",Costs associated with the preparation of learning in an educational institution: fees for training courses and classes
FL,R1ЕV118,"Расходы, связанные с подготовкой к обучению в образовательном учреждении: оплата репетиторов",Costs associated with the preparation of learning in an educational institution: payment tutors
FL,R1ЕV119,"Расходы, связанные с подготовкой к обучению в образовательном учреждении: покупка учебников, методических материалов","Costs associated with the preparation for training in educational institution: the purchase of textbooks, teaching materials"
FL,R1ЕV1110,"Расходы, связанные с подготовкой к обучению в образовательном учреждении: вступительные (спонсорские) взносы, затраты на оформление, подарки преподавателям","Costs associated with the preparation for training in educational institution: the entrance (sponsored) contributions, the cost of design, gifts for teachers"
FL,R1ЕV12,Посещает ли ребенок дошкольное образовательное учреждение,Does the child attend preschool educational institution
FL,R1ЕV13,Статус  посещаемого дошкольного учреждения,Status attend preschool
FL,R1ЕV14,Платное или бесплатное посещение дошкольного учреждения,Paid or free access to preschool
FL,R1ЕV151,Оплата посещения  дошкольного учреждения: домохозяйством,Payment visiting preschool: household
FL,R1ЕV152,"Оплата посещения  дошкольного учреждения: предприятием, организацией по месту работы",Payment visiting preschool: enterprise organization in the workplace
FL,R1ЕV153,"Оплата посещения  дошкольного учреждения: спонсорами, родственниками- не членами д/х","Payment visiting preschool: sponsors, rodstvennikami- not members of the H / H"
FL,R1ЕV16,"Сумма, заплаченная домохозяйством за посещение ребенком дошкольного учреждения",The amount paid by the household for visiting preschool child
FL,R1ЕV171,"Другие расходы, связанные с пребыванием ребенка в дошкольном учреждении: покупка обучающих программ, плата за материалы или оборудование занятий","Other costs associated with the presence of a child in preschool: the purchase of training programs, payment for materials or equipment classes"
FL,R1ЕV172,"Другие расходы, связанные с пребыванием ребенка в дошкольном учреждении: питание (организованное)",Other costs associated with the presence of a child in preschool: food (organized)
FL,R1ЕV173,"Другие расходы, связанные с пребыванием ребенка в дошкольном учреждении: плата за уборку, ремонт и охрану дошкольного заведения","Other costs associated with the presence of a child in preschool: cleaning fee, repair and protection of pre-school establishments"
FL,R1ЕV174,"Другие расходы, связанные с пребыванием ребенка в дошкольном учреждении: спонсорские взносы, подарки воспитателям и т.п.","Other costs associated with the presence of a child in preschool: sponsorship contributions, gifts to teachers, etc."
FL,R1ЕV18,"Кто присматривает за ребенком, не посещающим дошкольное учреждение",Who looks after the child does not attend preschool
FL,R1ЕV191,Плата за присмотр за ребенком: домохозяйством,Payment for child care: the household
FL,R1ЕV192,"Плата за присмотр за ребенком: спонсорами, родственниками - не членами д/х","Payment for child care: sponsors, relatives - not members of H / H"
FL,R1ЕV20,Сколько платит Ваша семья за присмотр ребенка,How much to pay for your family child care
FL,R1ЕV21,Посещение ребенком дополнительных занятий,Seen child extra classes
FL,R1ЕV22,Оплачивались ли дополнительные занятия из средств домохозяйства,Paid for any additional classes from the household
FL,R1ЕV231,"Расходы, связанные с пребыванием ребенка в дополнительных дошкольных учреждениях: оплата занятий по организованной коллективной форме или по индивидуальной программе",Costs associated with the presence of a child in preschool additional: payment of employment on an organized form of collective or individual program
FL,R1ЕV232,"Расходы, связанные с пребыванием ребенка в дополнительных дошкольных учреждениях: покупка учебников, методических материалов, книг, канцтоваров, игр и игрушек","Costs associated with the presence of a child in preschool additional: buy textbooks, teaching materials, books, stationery, toys and games"
FL,R1ЕV233,"Расходы, связанные с пребыванием ребенка в дополнительных дошкольных учреждениях: покупка материалов или оборудования для занятий",Costs associated with the presence of a child in preschool additional: purchase of materials or equipment for training
FL,R1ЕV234,"Расходы, связанные с пребыванием ребенка в дополнительных дошкольных учреждениях: спонсорские взносы, подарки воспитателям и т.п.","Costs associated with the presence of a child in preschool additional: sponsorship contributions, gifts to teachers, etc."
FL,R1ЕV24,Необходимость индивидуальной медицинской или психолого-педагогической поддержке,The need for individual medical or psychological-pedagogical support
FL,R1ЕV251,Посещение специального (коррекционного) учреждения на постоянной основе,A visit to a special (correctional) institutions on a regular basis
FL,R1ЕV252,Посещение врачей и специалистов-педагогов,Visiting physicians and specialists and educators
FL,R1ЕV26,Сколько платит Ваша семья за индивидуальную медицинскую или психолого-педагогическую поддержку,How much to pay your family for an individual medical or psychological-pedagogical support
FN,PER,Период разработки,development period
FN,TER,Шифр территории,cipher territory
FN,MEST,Тип населенного пункта,Type of settlement
FN,BUD,Номер бюджета,number budget
FN,R1VV11,Код главы домохозяйства,Code of head of household
FN,R1VV12,Код супруга (и) главы домохозяйства,Code spouse (s) of the household head
FN,R1VV21,График работы главы домохозяйства,Schedule of household head
FN,R1VV22,График работы супруга(и)  главы домохозяйства,Schedule of spouse (s) of the household head
FN,R1VV31,"Форма собственности предприятия, на котором работает глава домохозяйства",Ownership of the enterprise that is running the household head
FN,R1VV32,"Форма собственности предприятия, на котором работает супруг(а) главы домохозяйства",Ownership of the enterprise that is running the spouse (s) of the household head
FN,R1VV41,Основной вид деятельности предприятия по основному месту работы главы домохозяйства,The main activity of the company in the main job of head of household
FN,R1VV42,Основной вид деятельности предприятия по основному месту работы супруга(и) главы домохозяйства,The main activity of the company at the principal place of spouse (s) of the household head
FN,R1VV51,Профессия  главы домохозяйства по основному месту работы,Occupation of head of household on the main job
FN,R1VV52,Профессия супруга(и) главы домохозяйства по основному месту работы,Occupation of spouse (s) of the household head in the main job
FN,R2V1,Основной источник средств к существованию домохозяйства,The main source of livelihood of the household
FN,R2V2,Примерный денежный доход домохозяйства (код интервала),The approximate cash income households (code interval)
FN,R2V31,Выплаты по страхованию жизни,Payment of life insurance
FN,R2V32,"Выплаты по другим видам страхования (здоровье, имущество, жилье)","Payments for other types of insurance (health, property, housing)"
FN,R2V33,"Помощь или подарки от детей, родственникам и других лиц","Help or gifts from children, relatives and other persons"
FN,R2V34,Получение наследства,inheritance
FN,R2V35,Получение выигрышей от участия в лотереях и играх,Gains from participation in lotteries and games
FN,R2V36,Помощь в связи с особыми обстоятельствами и др. поступления,Assistance in connection with the special circumstances and others. Income
FN,R2V41,Суммы полученных денег: от выплат по страхованию жизни,The sum of money received from payments for life insurance
FN,R2V42,"Суммы полученных денег: от выплат по другим видам страхования (здоровье, имущество, жилье)","The sum of money received from payments for other types of insurance (health, property, housing)"
FN,R2V43,"Суммы полученных денег: от помощи или подарки от детей, родственникам и других лиц","Amounts received money from aid or gifts from children, relatives and other persons"
FN,R2V44,Суммы полученных денег: от полученного наследства,The sum of money received from the resulting inheritance
FN,R2V45,Суммы полученных денег: от полученных выигрышей от участия в лотереях и играх,The sum of money received from gains from participation in lotteries and games
FN,R2V46,Суммы полученных денег: от помощи в связи с особыми обстоятельствами и др. поступления,"The sum of money received from assistance due to special circumstances, and others. Income"
FN,R2V51,Получали ли члены домохозяйства товары или помощь в счет оплаты труда или в виде соц. пакета по месту работы: зерно,"Have members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: grain"
FN,R2V52,Получали ли члены домохозяйства товары или помощь в счет оплаты труда или в виде соц. пакета по месту работы: продовольственные товары,"Have members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: food products"
FN,R2V53,Получали ли члены домохозяйства товары или помощь в счет оплаты труда или в виде соц. пакета по месту работы: непродовольственные товары,"Have members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: non-food products"
FN,R2V54,Получали ли члены домохозяйства товары или помощь в счет оплаты труда или в виде соц. пакета по месту работы: бесплатное питание,"Have members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: a free meal"
FN,R2V55,Получали ли члены домохозяйства товары или помощь в счет оплаты труда или в виде соц. пакета по месту работы: оплата  транспортных расходов,"Have members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: the payment of transportation costs"
FN,R2V56,Получали ли члены домохозяйства товары или помощь в счет оплаты труда или в виде соц. пакета по месту работы: оплата жилья и коммунальных услуг,"Have members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: the payment of housing and communal services"
FN,R2V57,"Получали ли члены домохозяйства товары или помощь в счет оплаты труда или в виде соц. пакета по месту работы: оплата ремонта, стр-ва и приобретения жилья","Have members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: the payment of repair, pp Islands and home"
FN,R2V58,Получали ли члены домохозяйства товары или помощь в счет оплаты труда или в виде соц. пакета по месту работы: оплата медицинского обслуживания и отдыха,"Have members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: the payment of health care and recreation"
FN,R2V59,Получали ли члены домохозяйства товары или помощь в счет оплаты труда или в виде соц. пакета по месту работы: оплата содержания детей в детучреждениях,"Have members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: the payment of children in detuchrezhdeniyah"
FN,R2V510,Получали ли члены домохозяйства товары или помощь в счет оплаты труда или в виде соц. пакета по месту работы: оплата обучения,"Have members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: tuition"
FN,R2V61,Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: зерно,"Evaluation of the members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: grain"
FN,R2V62,Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: продовольственные товары,"Evaluation of the members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: food products"
FN,R2V63,Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: непродовольственные товары,"Evaluation of the members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: non-food products"
FN,R2V64,Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: бесплатное питание,"Evaluation of the members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: a free meal"
FN,R2V65,Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: оплата  транспортных расходов,"Evaluation of the members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: the payment of transportation costs"
FN,R2V66,Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: оплата жилья и коммунальных услуг,"Evaluation of the members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: the payment of housing and communal services"
FN,R2V67,"Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: оплата ремонта, стр-ва и приобретения жилья","Evaluation of the members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: the payment of repair, pp Islands and home"
FN,R2V68,Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: оплата медицинского обслуживания и отдыха,"Evaluation of the members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: the payment of health care and recreation"
